x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,class
-1.069968,-0.7376,0.42403,-0.586228,0.448122,0.958629,-0.130644,1.410383,1.470165,0.435527,-0.547126,-0.107599,-0.980555,-0.800005,-0.880553,-1.043902,-1.13163,-0.966557,0.255691,-1.342852,0.939468,-0.84608,1.38829,-0.156655,3.170037,-0.252819,0.131448,0.066462,1.269167,1.612137,1.329067,-0.272604,0.744653,0.913835,-0.439245,-0.069441,0.791758,0.452779,-0.687945,1.051106,1
0.517848,-1.498145,-0.627783,-0.48774,0.520041,-1.104988,-0.209358,-1.565471,-0.417197,-0.4762,0.980637,0.63674,0.724649,0.293908,1.206018,0.58144,1.139786,0.072888,2.098015,0.236346,2.350638,-1.235468,0.67141,0.475552,1.031494,1.652981,1.306953,-0.331216,-0.403494,0.060724,1.00886,-1.220166,-0.525766,-1.438518,-3.487527,1.732672,-0.347169,-0.240186,-0.618671,0.173582,2
-0.21115,-0.7376,0.330724,-0.438495,-0.49282,-1.611364,-0.834151,-0.632316,-0.716778,1.235748,0.835136,1.132966,1.646544,1.121427,0.117806,-0.705521,-1.227521,-0.45037,0.013938,-0.261853,0.859965,0.302115,0.343693,-2.003883,-1.047091,-0.293585,-0.729914,-0.748778,-0.675553,-0.344874,2.219641,-1.008476,0.754501,0.056622,-0.708211,1.108476,-0.296774,-0.420959,-0.33168,-1.062929,2
-1.179817,-1.315229,-0.602336,0.166506,-1.655511,-0.930751,-0.70624,0.295149,0.511505,0.166601,1.58083,1.270081,1.893587,0.45261,-0.341439,0.720121,-0.831971,0.136528,-2.120156,-0.092654,0.313385,-2.35371,-0.526805,-1.292651,-0.687336,0.603262,1.033344,-1.812566,-0.504257,0.689401,-0.442075,0.322143,0.232546,0.255974,-0.738097,-0.039238,2.182659,1.50729,0.024584,-2.179777,2
-0.510737,0.456167,-0.466618,-0.529949,-0.45686,-1.301005,-1.37531,-1.349252,-1.208091,-0.135122,-0.007559,0.303746,0.851184,0.775683,0.816658,1.108428,1.90092,0.589075,1.389429,0.236346,-0.104003,-0.606457,0.476828,0.445917,-1.956472,0.37905,0.546928,-0.60959,-0.756164,-0.294174,-0.352017,-1.472177,0.567385,-1.259101,-0.429284,-0.180185,-1.405464,0.543166,1.063689,-0.574307,2
-0.151232,-0.573938,-0.941631,0.764473,-1.601572,-0.614947,-0.229036,-0.313678,-0.381247,0.356817,0.435008,1.387608,1.453729,-0.074508,1.131141,-0.045399,0.504508,0.129457,-0.627957,0.292746,-0.004625,0.002586,-0.782833,-1.292651,1.101446,0.52173,0.688799,0.305069,-1.19952,-0.740332,-0.432069,-0.524615,0.065126,0.535067,-0.63848,0.413807,0.207176,-0.189971,1.241821,1.848855,2
0.597738,1.312984,-1.204584,-0.452565,-0.588712,-0.827298,-0.883347,-0.575416,-0.620912,-0.463081,1.441391,1.727131,0.93554,0.537629,0.417314,0.159849,0.228822,1.126476,1.014295,-0.816453,-1.962375,-0.436723,0.476828,0.20884,2.260657,-0.487222,0.222651,-0.082667,-0.554638,-0.628793,1.03888,-1.068959,-1.707551,-0.122795,0.417461,-0.351335,-1.64736,-0.722248,1.439746,2.078208,2
-1.040009,-1.527026,-1.289408,-0.121925,-1.038206,-1.28467,-0.819392,-0.740426,-0.65087,0.00918,0.816948,0.466979,-0.064686,1.155435,1.21101,0.503778,1.10982,0.560791,1.281057,1.157544,0.452515,-1.165578,-0.741869,-0.097385,-0.947159,0.725559,0.070646,-0.589706,-0.272503,-1.450129,1.188976,1.773727,-0.023508,-2.654564,-1.913578,0.57489,0.832074,0.362392,1.568397,-1.003098,2
1.875979,0.947152,0.525818,0.384588,0.741791,0.441364,0.548265,1.256754,0.954885,0.422409,1.380766,0.133985,-0.968504,-1.497161,-1.065249,0.148755,-1.239507,0.440583,-0.136115,-2.066651,-1.276666,-1.375248,1.838901,-0.788861,0.991521,1.214749,-1.63181,1.150134,1.631912,-0.436134,-1.052468,-1.210085,-0.476525,0.714483,-2.192505,0.071507,-0.94183,-0.370744,1.123066,-1.55155,1
0.168328,0.658338,-0.704125,-0.227448,0.154452,-0.097682,-0.494696,-0.262468,0.134033,-0.128563,-1.03213,-0.022718,0.254663,0.373259,0.841617,0.553704,0.18687,0.475939,-0.16946,1.411344,2.430141,-0.686331,0.620204,-0.156655,0.05216,0.949771,0.232784,0.165881,-0.715859,-1.074951,0.948822,-0.474212,-0.102293,-1.687707,-1.136565,0.685634,-0.095194,-1.957532,-0.846285,0.373019,0
0.268191,-1.681061,-1.730491,1.313196,-0.47484,0.011216,-0.760356,-0.797325,-0.423188,1.701451,1.720269,1.74019,0.254663,0.361923,-0.715824,-1.027261,-1.083685,0.193096,-2.161838,0.903745,-0.004625,-0.496629,-0.178606,0.455795,0.521841,0.073307,0.567195,-0.947616,0.281692,-0.507113,0.608602,0.876567,-1.136355,0.993576,0.776083,1.108476,1.497287,1.0654,1.607982,1.300403,2
0.507861,-0.236988,-0.432689,-0.389251,0.783744,0.180008,-0.056849,-1.275283,-0.602937,-0.895988,-1.00788,-0.956406,0.104027,0.373259,0.831633,0.03781,0.180877,-0.323091,-0.16946,-0.008054,1.774244,-0.26699,0.302728,-1.203747,-2.146343,-0.945837,0.536794,1.150134,-1.270053,-0.284034,0.638622,-0.242362,0.971161,0.624775,0.596772,-1.156749,-0.13551,-1.515642,-1.3312,-0.763773,0
-0.510737,2.044648,-0.738054,1.946337,0.969535,0.272572,1.030389,1.040535,0.211924,-0.502436,-1.092756,-0.545061,-0.781715,-0.573287,-0.436283,-0.211816,-0.196694,0.532507,-0.127779,-1.803451,-1.127599,0.322084,-0.076194,-1.104964,1.151412,-0.018416,-0.071225,-1.842391,-0.030672,0.608282,0.578583,0.019729,1.443876,0.006784,1.084895,0.605093,-0.548749,-0.631861,-0.678049,0.80181,0
-1.199789,1.399628,0.771807,-0.220413,-1.152078,-1.905389,-0.917784,-0.273848,0.283823,-1.04029,1.259515,1.204788,2.038198,1.455835,1.141125,0.548156,0.720263,0.95677,-0.761338,1.260944,0.323323,0.342052,-0.854521,0.781777,-0.257629,1.184174,1.195483,0.712688,0.42276,-0.669353,0.688654,1.219303,-0.368195,0.485229,-0.210126,0.856785,0.055991,0.432693,0.964727,0.662203,2
0.677628,-0.333259,0.822701,0.293135,1.856537,2.069389,1.468236,0.602407,-0.369264,0.448646,-0.456188,-1.968446,-1.390286,-2.472047,-1.739142,-0.483631,-1.167589,-0.627146,-0.41955,0.273946,1.217727,1.210687,0.794304,-1.154356,0.691725,-0.038799,-0.22323,0.00681,-0.151587,-0.598373,0.708667,-0.353247,1.562054,2.418942,0.018993,-0.522486,0.136623,-0.822677,0.153235,-0.574307,1
1.017161,1.245594,0.322242,0.813717,0.004621,0.691829,0.243248,0.921046,1.146617,0.940585,0.447133,0.192748,-1.227599,-1.735215,-0.745774,-1.032808,-1.221528,0.023391,0.689179,1.552344,-0.153692,1.640012,-1.540678,-0.364098,1.311303,-1.200623,-0.689379,-0.361042,0.493294,-1.825307,-0.031811,-0.151638,1.542358,0.156298,-1.345761,0.735973,-0.699934,0.061103,-0.549397,0.153638,1
0.068466,-0.496921,-0.721089,-0.726926,-0.247096,0.169119,-0.411063,0.238249,0.439606,0.022299,1.204952,1.8316,1.815257,1.546522,-0.231619,-0.483631,-0.376489,0.115315,0.630825,-0.083254,0.045064,0.182303,-0.598493,2.026433,0.421909,-1.832493,0.475992,-0.291448,1.138175,-0.811312,1.249015,0.564074,-2.10148,-0.690948,-0.767982,1.722604,-0.659618,0.844455,-0.579086,0.21347,2
-0.740421,-1.267093,0.373136,0.222786,1.311151,2.03672,1.350164,0.767417,1.45219,-0.777922,-1.498947,-0.669117,-1.30593,-1.502829,-0.356414,-1.165942,0.408618,-1.59588,-0.194469,0.565345,-1.087847,0.381989,1.470219,0.475552,-0.957152,0.297519,1.489359,0.593385,1.510997,-0.618653,1.188976,-0.897591,0.183305,-0.003184,0.865738,-0.371471,1.033654,0.020932,0.925142,1.051106,0
1.576391,1.274475,1.340126,-0.44553,-0.576725,0.463143,0.956594,-0.399027,-0.956443,-1.414164,-0.910879,-0.159833,-0.673257,-0.431589,0.01797,-0.139702,0.600399,0.68807,0.847569,1.063544,-0.064252,-1.185546,1.972036,-0.848131,0.631766,1.204557,-0.436037,0.265301,0.241387,0.506882,-0.171901,-0.010512,-0.013659,-0.232438,0.268036,0.252725,-1.929572,-2.529981,-0.697841,1.679333,0
0.807449,0.408032,-0.169736,0.110227,0.070547,-0.124906,-0.091287,-0.023489,-1.082267,-1.984813,-1.765699,-0.218597,-0.136991,-0.114184,-0.311488,0.292983,0.756222,0.087031,0.539126,-0.224254,0.333261,0.441895,0.056941,1.868381,-1.516771,1.734512,1.296819,-0.70901,2.498472,-1.379149,-1.382681,2.852335,-0.831061,-0.162665,0.52704,0.454078,-1.34499,-1.857103,-0.757218,-2.239609,0
1.865993,-0.429531,0.313759,-1.036462,0.046574,-1.524246,-1.070293,-1.372012,-0.842602,-0.823837,-0.298561,0.094809,1.501933,1.654213,0.587035,1.824022,1.421465,0.850704,1.547819,1.166944,0.909654,-0.406771,0.876233,0.76202,0.911575,-0.456648,-0.709646,0.185765,0.573904,-0.963411,0.938815,0.332223,-1.136355,-1.209263,-0.598633,-1.257426,-0.004483,-1.776759,0.301679,-2.100002,2
-1.109913,-0.910889,0.449477,-0.368146,-0.325008,0.582931,0.794246,0.790176,1.655905,0.651981,1.211014,0.2711,-0.040584,-0.624299,-0.571061,-0.744351,-0.760053,-0.393801,-1.970103,0.461945,1.088535,-2.313772,0.026217,-1.07533,0.272011,-2.413405,1.225884,1.657173,-0.877079,0.293943,-0.452081,1.229383,0.15376,0.086525,0.895623,1.541386,-1.04262,-0.149799,0.064169,-2.030199,1
-1.51935,-1.286348,-0.967078,-0.50181,-0.283056,-0.500604,-1.247399,-1.275283,-0.141582,-0.115444,0.15613,0.401686,0.278765,-0.561951,0.731797,-0.317214,1.529343,1.260826,0.639161,-0.478053,-1.266728,0.751409,0.200317,0.386648,-0.497465,0.328093,1.712299,0.215591,-0.020596,0.780661,0.158312,-0.363328,1.187822,1.10322,0.46727,0.333266,-1.34499,0.543166,0.836076,-0.833576,2
0.847394,-1.594417,-0.152771,-1.015357,-0.289049,0.098335,-0.922704,-0.387647,-1.567589,0.107568,-0.735065,0.022987,-0.010457,0.747343,0.337445,1.674247,0.56444,0.044604,0.830896,-0.797653,0.47239,-1.235468,-0.557528,-0.838252,0.871603,-0.599328,-0.760315,2.233806,-0.121359,-0.456414,0.86877,-0.171799,-1.185596,0.056622,-2.302084,1.04807,-0.03472,-0.380787,1.42985,0.981303,0
-1.469418,-0.188852,-0.771984,-0.276693,-1.277936,-0.761959,-0.489777,-0.660766,0.853028,0.711013,1.004887,1.498606,0.061849,1.206446,0.751764,0.792235,0.252795,0.475939,0.205673,0.367945,-0.829464,-1.574934,0.835268,-2.201447,-1.556744,-0.334351,0.171982,-0.897907,-0.756164,0.496742,-2.23323,0.402786,1.276456,-0.122795,-1.724305,-1.680268,-2.262179,0.814326,-0.64836,-1.28231,2
-1.01005,0.735355,0.042324,-0.80431,-0.9543,-0.032343,-1.134248,-2.657945,-1.327924,-0.607383,-1.438321,-0.571178,0.899387,1.087419,0.786707,2.25116,1.331568,1.303252,2.373113,-0.675453,0.61152,-0.965891,1.552149,0.327378,0.182072,-0.629902,0.668532,1.249553,-0.947613,-0.162355,0.118286,-1.240326,1.079492,-1.328874,0.855776,-2.173583,0.57002,-1.515642,0.35116,0.712063,0
-1.35957,-1.14194,-1.001007,0.687089,0.460108,0.855176,1.763413,0.369119,1.458182,1.248867,0.010629,-1.184931,-1.245675,-1.021055,0.152749,-1.570891,-0.730087,-1.206972,-1.561624,1.533544,-0.730086,-0.416755,0.087664,0.564456,-0.727309,1.01092,0.273319,0.05652,-1.108833,-0.020396,-0.452081,0.181017,-0.525766,-0.511531,-0.937331,-0.673501,-1.717913,-0.11967,-0.222822,0.861641,1
-0.660531,0.408032,-0.899219,1.285056,0.04058,0.446809,-0.750517,-0.842845,-0.081666,-1.112441,-1.62626,-0.46018,0.616191,0.747343,0.352421,0.64246,0.126938,0.567862,0.063956,-1.559051,-0.48164,0.192288,-2.2678,0.682994,0.122113,1.204557,0.364522,-1.653494,-1.290206,-0.659213,-0.562152,0.362465,-0.604552,-0.760721,-0.548824,-0.663433,0.005596,1.50729,0.727217,0.901528,0
-0.400888,-0.054072,1.71335,1.37651,0.29829,0.958629,0.198971,0.539818,1.607972,1.196393,0.216756,-0.473239,-0.926326,0.197553,-1.384724,-0.66669,-0.334537,0.058746,0.589143,-0.619053,-0.233195,0.212256,-0.403911,0.357013,-0.867214,-0.252819,1.337354,0.742514,-0.786392,0.192544,-0.542139,0.352384,-1.343168,1.043414,-0.279858,0.282928,-0.145589,0.181619,0.054273,-0.404786,1
0.567779,0.600575,0.127147,1.503138,0.328257,-0.059567,0.592542,-0.416097,-0.279389,-1.68309,-0.292499,-1.641981,0.116078,-0.692314,-0.31648,0.470495,0.965983,0.907273,0.305709,1.148144,-0.610832,-0.656378,-0.004506,-1.213625,-2.056404,0.827474,-0.405636,2.353109,-0.826698,0.243243,-0.392043,-0.141558,-1.185596,0.35565,2.041219,-1.700403,-0.206063,0.583338,-0.826492,-1.292282,0
-1.449446,2.776311,-0.203665,-0.248553,-0.576725,0.91507,-0.31267,0.471538,0.990835,1.353814,2.284086,0.277629,-0.239424,-0.114184,0.057905,-0.822013,-0.676148,-1.546383,-1.428243,-1.361652,1.317105,-2.213929,-1.233444,-1.430946,-0.337574,1.143408,-0.081359,-0.102551,-1.128986,-0.010256,-0.732262,-0.776626,-1.924212,1.39228,-0.319705,-0.592959,0.862311,-1.10388,0.173028,-2.379215,1
0.268191,-0.679837,-0.008571,-0.304832,0.466102,-0.315478,0.012026,-0.364888,-0.327322,-1.020612,-0.862379,-0.303477,0.308893,-0.182199,-0.40134,0.847708,0.528481,0.249665,1.214366,0.866145,1.01897,-1.525012,0.40514,0.910194,0.781664,0.847857,-0.233364,0.961237,0.150701,-1.28789,0.008215,1.703164,-0.368195,-1.099619,0.457308,0.957461,0.932864,1.919052,-0.074378,-0.933295,0
-0.251095,-1.604044,-0.97556,-1.240474,-0.726557,-1.02876,-1.808237,0.11307,-1.184125,-0.699212,-0.868441,0.878324,1.544111,0.214556,0.317478,-0.833107,0.420604,0.313304,1.055977,1.148144,0.760587,-0.067304,1.419014,-1.361798,-1.157016,1.194366,-0.375235,1.140192,-1.421197,-0.365154,1.068899,1.340268,0.006037,-1.338842,-1.704382,0.27286,1.759341,0.312178,-1.281719,0.5924,2
-0.480779,-0.188852,1.136549,-2.112802,-0.534772,-0.587723,0.499069,0.613787,-0.578971,1.589944,2.011271,1.00238,1.260915,-0.578955,0.032946,-0.999524,-0.232653,-0.160456,0.297373,-1.051452,0.223945,-1.025797,1.152744,2.253632,-2.57605,-0.782774,-0.344834,0.315011,-0.816621,0.466322,1.138944,2.156784,-1.678007,1.491956,-0.299782,-0.139914,0.650652,-0.159842,0.281886,-0.085686,2
-0.890215,0.128844,0.788772,-0.016401,1.514922,1.421446,0.272766,1.074675,0.727204,0.455205,0.386507,0.72815,-0.619028,-1.542505,-1.224987,-0.899674,-1.119644,0.369873,-0.936401,0.095346,0.740711,0.66155,1.500943,1.196662,0.401922,-0.599328,0.131448,-0.221854,0.442913,-0.922851,-1.062475,1.108418,-0.161383,-1.298971,-0.190203,-0.009035,1.063891,-0.380787,-1.133275,-0.025855,1
-0.201163,0.590947,-0.0425,-0.030471,-0.001372,-1.257445,-0.71116,-1.178553,-1.256024,-1.145237,-1.141256,-0.127187,-0.173144,0.2599,1.280895,1.213826,1.960852,-0.110959,-0.427886,1.119944,-0.84934,-0.446708,0.13887,-1.62851,-1.196989,-0.629902,0.323987,0.603327,-1.673104,0.88206,0.748693,-1.058878,-1.028025,-1.318906,-1.086756,-0.059373,0.610336,-0.330572,-1.370785,0.273301,0
1.566405,0.032573,-2.680516,-0.340007,-1.409788,-0.859968,-1.468783,-2.009289,-1.897128,-1.132118,0.095505,0.662857,0.055823,1.4445,1.79505,2.683845,0.732249,0.779994,0.305709,3.319541,-0.650583,-2.503474,-0.608734,-0.709835,1.011507,-0.059182,1.053611,2.323283,0.866116,-0.578093,-0.742268,-0.706063,-1.303775,-0.940138,0.108648,0.866852,-0.296774,1.256216,-3.468787,0.472738,2
0.178315,0.225116,-0.347865,-0.164134,-0.21713,-0.369927,0.002186,0.773106,1.70983,2.449198,0.501696,0.937087,-0.510569,0.180549,-0.501176,-1.043902,-1.179576,-0.344304,-0.186133,-1.173652,-0.233195,-0.117226,-1.847913,-0.996304,0.441895,-0.232436,-0.436037,-0.917791,0.523523,2.068435,0.278389,-0.766545,-0.072749,1.18296,1.353861,0.303063,0.690968,1.969267,0.242301,0.921472,1
0.467916,-0.853126,0.203489,-1.036462,0.33425,-0.299143,0.174373,0.943806,1.248475,0.802842,2.181023,1.165612,-0.396086,0.310911,-0.471226,-0.993977,-1.766907,-0.902917,-1.511606,-0.196054,-1.564863,-0.975876,1.552149,0.771898,-1.067077,1.041494,0.587463,-0.341158,0.110396,0.405483,-0.642204,0.049971,-2.190114,-0.122795,-0.538862,0.44401,-0.518512,-0.210057,-0.579086,-0.115602,1
-0.380916,-0.342886,-1.136725,-1.739953,-0.708577,-1.371788,-0.435661,0.09031,0.349731,2.022851,0.119755,0.140514,0.459529,0.696331,-0.336447,-0.871938,-1.095671,-0.65543,-2.136829,0.405545,1.108411,0.841267,-0.311741,0.14957,-0.717316,0.705176,-0.689379,-1.37512,-0.312808,-1.896287,0.688654,0.009649,0.025733,-1.079684,-0.040777,-1.438644,-1.476017,0.663681,-2.073418,-0.554364,1
0.77749,-0.342886,-0.576889,-0.656577,-1.643525,-0.179355,-1.759041,-0.387647,-0.932477,0.140364,0.13188,0.512684,2.008071,0.543297,-0.101833,1.147259,0.192863,2.180063,-0.119443,1.317344,-0.332573,-0.806143,0.169593,-0.097385,-0.13771,-1.435026,-0.932587,0.195707,2.165955,-0.476693,-0.572159,1.39067,1.059795,-0.43179,-0.518939,1.621927,-1.375227,-1.47547,0.252198,-1.132732,2
-0.950133,-1.344111,-0.415724,0.926276,0.226371,0.076555,-0.278233,0.699137,-0.273398,-0.043293,-1.250382,0.022987,-0.631079,0.560301,0.701846,0.281889,0.798174,0.334517,1.289393,1.279744,-2.071691,-0.107241,-0.434634,1.81899,-0.66735,-0.19167,0.30372,2.025025,0.795582,0.081004,-0.261959,-0.87743,-0.446981,0.385553,-0.518939,1.390371,-1.224042,0.954927,-0.717633,0.123723,0
1.256831,-0.496921,-0.246077,-0.403321,-1.026219,-0.696621,0.110418,-0.968024,-1.987003,-0.397489,-0.419812,0.591035,-0.070711,0.010511,1.071239,0.786688,0.971977,0.942628,1.97297,0.988344,0.233883,0.362021,-0.168364,1.058367,1.810963,0.195604,0.465859,-0.60959,-1.118909,0.638702,-1.162539,0.523752,-0.486374,0.993576,0.885661,0.041304,0.942943,-0.340615,0.153235,0.083835,0
-1.099927,0.465794,1.967821,0.701159,0.154452,-0.424376,-0.484857,-0.848535,0.439606,-0.613943,0.483508,-0.251243,1.899613,1.144099,0.62697,1.44681,1.187731,0.55372,0.047284,-0.261853,1.754369,0.401958,-1.079827,1.512765,1.441215,1.530683,-1.591275,-0.798487,1.762904,-1.024251,-0.121869,0.725361,-0.210624,0.10646,-0.319705,-0.109711,-0.43788,-0.149799,-1.974456,1.051106,0
0.85738,-0.987906,-2.044338,0.053948,-0.564739,-0.832743,-0.31759,-0.245398,0.140024,1.662096,1.574767,2.327825,0.435427,0.169213,-0.26157,0.165397,-0.700121,-1.687804,-0.319514,-0.713053,-0.690335,0.811315,-0.670181,0.228596,-1.226969,0.86824,1.844037,-1.355236,0.815735,-1.054671,-0.712249,0.372545,1.404483,-1.946865,0.148495,0.625228,-1.54657,0.121361,0.252198,-0.185405,1
1.356693,-0.294751,-1.509949,-0.185239,-1.757397,-0.75107,-0.863668,-1.207003,-0.327322,-0.246628,-0.425875,-0.323065,0.658369,0.656656,0.751764,0.348456,1.367527,0.327446,-0.469567,-0.036254,-0.431951,-0.856064,-0.106918,-0.690079,-1.366873,0.154839,-0.182696,-0.450519,-0.957689,-1.541389,-0.221933,-0.383488,0.271939,0.325747,-1.096718,0.40374,-1.385306,-0.872892,1.548605,0.073864,2
-0.570655,-2.39347,0.016877,-1.212335,-1.050192,-0.767404,-0.514375,1.103125,0.05015,-0.200714,1.677831,1.1852,0.501707,0.169213,-1.0952,-1.04945,-0.646182,-1.737301,0.247355,-2.44265,0.84009,-0.676347,-1.407543,0.455795,-0.377547,0.501348,1.955507,-1.68332,-0.212045,1.956896,0.308409,-0.383488,-2.603739,-0.521499,0.357691,0.635296,0.57002,1.718192,1.053793,0.991275,1
0.318122,-1.498145,-0.415724,-1.324893,-0.666624,-0.506049,-0.58325,-0.603866,0.643321,1.393169,1.32014,1.609604,1.610391,0.548965,-0.091849,-1.482135,-0.250632,0.313304,-0.778011,0.499545,-0.918904,0.781362,-0.84428,-0.680201,-1.486792,0.572688,0.516527,-0.231796,0.805658,-0.598373,-0.762281,-1.139522,1.404483,0.834094,-0.479092,-0.139914,0.126544,0.030975,-0.875973,-0.26518,1
2.624949,0.253997,0.203489,-0.164134,-0.504806,-0.42982,-0.809552,-0.433167,0.487539,0.953703,1.374703,0.688974,0.682471,0.254232,-0.855594,-0.328308,-1.14961,-1.164546,0.580807,-0.863453,0.24382,-0.866048,-0.977415,1.394227,-1.196989,1.958724,0.475992,1.348973,-2.650502,-0.943131,0.38846,0.352384,-0.033356,1.242766,-0.249973,1.078273,1.235234,-0.159842,-1.558814,-0.155489,1
0.497875,0.408032,0.2459,-0.649543,0.364216,0.555707,0.661417,-0.160049,-0.20749,1.445642,1.453516,1.622662,0.0739,0.588641,-0.680881,-0.966241,-0.136762,-1.348394,0.063956,-0.008054,0.959343,-0.1971,-0.158123,-0.591297,0.232038,-0.477031,0.942141,-0.013074,-1.038299,-1.794887,-0.942397,0.382626,-0.171231,-0.262341,0.955393,-1.056072,0.06607,2.039567,-0.034793,-1.28231,1
-0.320998,-0.005936,0.195006,-0.994253,-1.080159,0.082,-0.484857,-0.091769,0.721212,1.655536,0.410757,0.414744,1.809231,-0.114184,-0.855594,-0.272836,-0.658169,-0.132172,0.714188,-0.647253,0.502204,0.831283,1.111779,-0.591297,0.341963,0.30771,3.435022,0.185765,1.793133,0.344643,2.289686,1.430992,0.941617,-1.169392,-0.548824,2.427341,0.97318,0.42265,-0.282199,1.679333,1
