@relation balance-scale-weka.filters.unsupervised.attribute.Standardize

@attribute left-weight numeric
@attribute left-distance numeric
@attribute right-weight numeric
@attribute right-distance numeric
@attribute class {0,1,2}

@data
0,-1.413082,-1.413082,1.413082,2
0,-1.413082,-0.706541,-1.413082,0
0,-1.413082,-0.706541,-0.706541,2
0,-1.413082,-0.706541,0,2
0,-1.413082,-0.706541,0.706541,2
0,-1.413082,-0.706541,1.413082,2
0,-1.413082,0,-1.413082,1
0,-1.413082,0,-0.706541,2
0,-1.413082,0,0,2
0,-1.413082,0,0.706541,2
0,-1.413082,0,1.413082,2
0,-1.413082,0.706541,-1.413082,2
0,-1.413082,0.706541,-0.706541,2
0,-1.413082,0.706541,0,2
0,-1.413082,0.706541,0.706541,2
0,-1.413082,0.706541,1.413082,2
0,-1.413082,1.413082,-1.413082,2
0,-1.413082,1.413082,-0.706541,2
0,-1.413082,1.413082,0,2
0,-1.413082,1.413082,0.706541,2
0,-1.413082,1.413082,1.413082,2
0,-0.706541,-1.413082,-1.413082,0
0,-0.706541,-1.413082,-0.706541,0
0,-0.706541,-1.413082,0,0
0,-0.706541,-1.413082,0.706541,0
0,-0.706541,-1.413082,1.413082,0
0,-0.706541,-0.706541,-1.413082,0
0,-0.706541,-0.706541,-0.706541,0
0,-0.706541,-0.706541,0,1
0,-0.706541,-0.706541,0.706541,2
0,-0.706541,-0.706541,1.413082,2
0,-0.706541,0,-1.413082,0
0,-0.706541,0,-0.706541,1
0,-0.706541,0,0,2
0,-0.706541,0,0.706541,2
0,-0.706541,0,1.413082,2
0,-0.706541,0.706541,-1.413082,0
0,-0.706541,0.706541,-0.706541,2
0,-0.706541,0.706541,0,2
0,-0.706541,0.706541,0.706541,2
0,-0.706541,0.706541,1.413082,2
0,-0.706541,1.413082,-1.413082,0
0,-0.706541,1.413082,-0.706541,2
0,-0.706541,1.413082,0,2
0,-0.706541,1.413082,0.706541,2
0,-0.706541,1.413082,1.413082,2
0,0,-1.413082,-1.413082,0
0,0,-1.413082,-0.706541,0
0,0,-1.413082,0,0
0,0,-1.413082,0.706541,0
0,0,-1.413082,1.413082,0
0,0,-0.706541,-1.413082,0
0,0,-0.706541,-0.706541,0
0,0,-0.706541,0,0
0,0,-0.706541,0.706541,0
0,0,-0.706541,1.413082,2
0,0,0,-1.413082,0
0,0,0,-0.706541,0
0,0,0,0,1
0,0,0,0.706541,2
0,0,0,1.413082,2
0,0,0.706541,-1.413082,0
0,0,0.706541,-0.706541,0
0,0,0.706541,0,2
0,0,0.706541,0.706541,2
0,0,0.706541,1.413082,2
0,0,1.413082,-1.413082,0
0,0,1.413082,-0.706541,2
0,0,1.413082,0,2
0,0,1.413082,0.706541,2
0,0,1.413082,1.413082,2
0,0.706541,-1.413082,-1.413082,0
0,0.706541,-1.413082,-0.706541,0
0,0.706541,-1.413082,0,0
0,0.706541,-1.413082,0.706541,0
0,0.706541,-1.413082,1.413082,0
0,0.706541,-0.706541,-1.413082,0
0,0.706541,-0.706541,-0.706541,0
0,0.706541,-0.706541,0,0
0,0.706541,-0.706541,0.706541,0
0,0.706541,-0.706541,1.413082,0
0,0.706541,0,-1.413082,0
0,0.706541,0,-0.706541,0
0,0.706541,0,0,0
0,0.706541,0,0.706541,1
0,0.706541,0,1.413082,2
0,0.706541,0.706541,-1.413082,0
0,0.706541,0.706541,-0.706541,0
0,0.706541,0.706541,0,1
0,0.706541,0.706541,0.706541,2
0,0.706541,0.706541,1.413082,2
0,0.706541,1.413082,-1.413082,0
0,0.706541,1.413082,-0.706541,0
0,0.706541,1.413082,0,2
0,0.706541,1.413082,0.706541,2
0,0.706541,1.413082,1.413082,2
0,1.413082,-1.413082,-1.413082,0
0,1.413082,-1.413082,-0.706541,0
0,1.413082,-1.413082,0,0
0,1.413082,-1.413082,0.706541,0
0,1.413082,-1.413082,1.413082,0
0,1.413082,-0.706541,-1.413082,0
0,1.413082,-0.706541,-0.706541,0
0,1.413082,-0.706541,0,0
0,1.413082,-0.706541,0.706541,0
0,1.413082,-0.706541,1.413082,0
0,1.413082,0,-1.413082,0
0,1.413082,0,-0.706541,0
0,1.413082,0,0,0
0,1.413082,0,0.706541,0
0,1.413082,0,1.413082,1
0,1.413082,0.706541,-1.413082,0
0,1.413082,0.706541,-0.706541,0
0,1.413082,0.706541,0,0
0,1.413082,0.706541,0.706541,2
0,1.413082,0.706541,1.413082,2
0,1.413082,1.413082,-1.413082,0
0,1.413082,1.413082,-0.706541,0
0,1.413082,1.413082,0,1
0,1.413082,1.413082,0.706541,2
0,1.413082,1.413082,1.413082,2
0.706541,-1.413082,-1.413082,-1.413082,0
0.706541,-1.413082,-1.413082,-0.706541,0
0.706541,-1.413082,-1.413082,0,0
0.706541,-1.413082,-1.413082,0.706541,1
0.706541,-1.413082,-1.413082,1.413082,2
0.706541,-1.413082,-0.706541,-1.413082,0
0.706541,-1.413082,-0.706541,-0.706541,1
0.706541,-1.413082,-0.706541,0,2
0.706541,-1.413082,-0.706541,0.706541,2
0.706541,-1.413082,-0.706541,1.413082,2
0.706541,-1.413082,0,-1.413082,0
0.706541,-1.413082,0,-0.706541,2
0.706541,-1.413082,0,0,2
0.706541,-1.413082,0,0.706541,2
0.706541,-1.413082,0,1.413082,2
0.706541,-1.413082,0.706541,-1.413082,1
0.706541,-1.413082,0.706541,-0.706541,2
0.706541,-1.413082,0.706541,0,2
0.706541,-1.413082,0.706541,0.706541,2
0.706541,-1.413082,0.706541,1.413082,2
0.706541,-1.413082,1.413082,-1.413082,2
0.706541,-1.413082,1.413082,-0.706541,2
0.706541,-1.413082,1.413082,0,2
0.706541,-1.413082,1.413082,0.706541,2
0.706541,-1.413082,1.413082,1.413082,2
0.706541,-0.706541,-1.413082,-1.413082,0
0.706541,-0.706541,-1.413082,-0.706541,0
0.706541,-0.706541,-1.413082,0,0
0.706541,-0.706541,-1.413082,0.706541,0
0.706541,-0.706541,-1.413082,1.413082,0
0.706541,-0.706541,-0.706541,-1.413082,0
0.706541,-0.706541,-0.706541,-0.706541,0
0.706541,-0.706541,-0.706541,0,0
0.706541,-0.706541,-0.706541,0.706541,1
0.706541,-0.706541,-0.706541,1.413082,2
0.706541,-0.706541,0,-1.413082,0
0.706541,-0.706541,0,-0.706541,0
0.706541,-0.706541,0,0,2
0.706541,-0.706541,0,0.706541,2
0.706541,-0.706541,0,1.413082,2
0.706541,-0.706541,0.706541,-1.413082,0
0.706541,-0.706541,0.706541,-0.706541,1
0.706541,-0.706541,0.706541,0,2
0.706541,-0.706541,0.706541,0.706541,2
0.706541,-0.706541,0.706541,1.413082,2
0.706541,-0.706541,1.413082,-1.413082,0
0.706541,-0.706541,1.413082,-0.706541,2
0.706541,-0.706541,1.413082,0,2
0.706541,-0.706541,1.413082,0.706541,2
0.706541,-0.706541,1.413082,1.413082,2
0.706541,0,-1.413082,-1.413082,0
0.706541,0,-1.413082,-0.706541,0
0.706541,0,-1.413082,0,0
0.706541,0,-1.413082,0.706541,0
0.706541,0,-1.413082,1.413082,0
0.706541,0,-0.706541,-1.413082,0
0.706541,0,-0.706541,-0.706541,0
0.706541,0,-0.706541,0,0
0.706541,0,-0.706541,0.706541,0
0.706541,0,-0.706541,1.413082,0
0.706541,0,0,-1.413082,0
0.706541,0,0,-0.706541,0
0.706541,0,0,0,0
0.706541,0,0,0.706541,1
0.706541,0,0,1.413082,2
0.706541,0,0.706541,-1.413082,0
0.706541,0,0.706541,-0.706541,0
0.706541,0,0.706541,0,1
0.706541,0,0.706541,0.706541,2
0.706541,0,0.706541,1.413082,2
0.706541,0,1.413082,-1.413082,0
0.706541,0,1.413082,-0.706541,0
0.706541,0,1.413082,0,2
0.706541,0,1.413082,0.706541,2
0.706541,0,1.413082,1.413082,2
0.706541,0.706541,-1.413082,-1.413082,0
0.706541,0.706541,-1.413082,-0.706541,0
0.706541,0.706541,-1.413082,0,0
0.706541,0.706541,-1.413082,0.706541,0
0.706541,0.706541,-1.413082,1.413082,0
0.706541,0.706541,-0.706541,-1.413082,0
0.706541,0.706541,-0.706541,-0.706541,0
0.706541,0.706541,-0.706541,0,0
0.706541,0.706541,-0.706541,0.706541,0
0.706541,0.706541,-0.706541,1.413082,0
0.706541,0.706541,0,-1.413082,0
0.706541,0.706541,0,-0.706541,0
0.706541,0.706541,0,0,0
0.706541,0.706541,0,0.706541,0
0.706541,0.706541,0,1.413082,0
0.706541,0.706541,0.706541,-1.413082,0
0.706541,0.706541,0.706541,-0.706541,0
0.706541,0.706541,0.706541,0,0
0.706541,0.706541,0.706541,0.706541,1
0.706541,0.706541,0.706541,1.413082,2
0.706541,0.706541,1.413082,-1.413082,0
0.706541,0.706541,1.413082,-0.706541,0
0.706541,0.706541,1.413082,0,0
0.706541,0.706541,1.413082,0.706541,2
0.706541,0.706541,1.413082,1.413082,2
0.706541,1.413082,-1.413082,-1.413082,0
0.706541,1.413082,-1.413082,-0.706541,0
0.706541,1.413082,-1.413082,0,0
0.706541,1.413082,-1.413082,0.706541,0
0.706541,1.413082,-1.413082,1.413082,0
0.706541,1.413082,-0.706541,-1.413082,0
0.706541,1.413082,-0.706541,-0.706541,0
0.706541,1.413082,-0.706541,0,0
0.706541,1.413082,-0.706541,0.706541,0
0.706541,1.413082,-0.706541,1.413082,0
0.706541,1.413082,0,-1.413082,0
0.706541,1.413082,0,-0.706541,0
0.706541,1.413082,0,0,0
0.706541,1.413082,0,0.706541,0
0.706541,1.413082,0,1.413082,0
0.706541,1.413082,0.706541,-1.413082,0
0.706541,1.413082,0.706541,-0.706541,0
0.706541,1.413082,0.706541,0,0
0.706541,1.413082,0.706541,0.706541,0
0.706541,1.413082,0.706541,1.413082,1
0.706541,1.413082,1.413082,-1.413082,0
0.706541,1.413082,1.413082,-0.706541,0
0.706541,1.413082,1.413082,0,0
0.706541,1.413082,1.413082,0.706541,1
0.706541,1.413082,1.413082,1.413082,2
1.413082,-1.413082,-1.413082,-1.413082,0
1.413082,-1.413082,-1.413082,-0.706541,0
1.413082,-1.413082,-1.413082,0,0
1.413082,-1.413082,-1.413082,0.706541,0
1.413082,-1.413082,-1.413082,1.413082,1
1.413082,-1.413082,-0.706541,-1.413082,0
1.413082,-1.413082,-0.706541,-0.706541,0
1.413082,-1.413082,-0.706541,0,2
1.413082,-1.413082,-0.706541,0.706541,2
1.413082,-1.413082,-0.706541,1.413082,2
1.413082,-1.413082,0,-1.413082,0
1.413082,-1.413082,0,-0.706541,2
1.413082,-1.413082,0,0,2
1.413082,-1.413082,0,0.706541,2
1.413082,-1.413082,0,1.413082,2
1.413082,-1.413082,0.706541,-1.413082,0
1.413082,-1.413082,0.706541,-0.706541,2
1.413082,-1.413082,0.706541,0,2
1.413082,-1.413082,0.706541,0.706541,2
1.413082,-1.413082,0.706541,1.413082,2
1.413082,-1.413082,1.413082,-1.413082,1
1.413082,-1.413082,1.413082,-0.706541,2
1.413082,-1.413082,1.413082,0,2
1.413082,-1.413082,1.413082,0.706541,2
1.413082,-1.413082,1.413082,1.413082,2
1.413082,-0.706541,-1.413082,-1.413082,0
1.413082,-0.706541,-1.413082,-0.706541,0
1.413082,-0.706541,-1.413082,0,0
1.413082,-0.706541,-1.413082,0.706541,0
1.413082,-0.706541,-1.413082,1.413082,0
1.413082,-0.706541,-0.706541,-1.413082,0
1.413082,-0.706541,-0.706541,-0.706541,0
1.413082,-0.706541,-0.706541,0,0
1.413082,-0.706541,-0.706541,0.706541,0
1.413082,-0.706541,-0.706541,1.413082,1
1.413082,-0.706541,0,-1.413082,0
1.413082,-0.706541,0,-0.706541,0
1.413082,-0.706541,0,0,0
1.413082,-0.706541,0,0.706541,2
1.413082,-0.706541,0,1.413082,2
1.413082,-0.706541,0.706541,-1.413082,0
1.413082,-0.706541,0.706541,-0.706541,0
1.413082,-0.706541,0.706541,0,2
1.413082,-0.706541,0.706541,0.706541,2
1.413082,-0.706541,0.706541,1.413082,2
1.413082,-0.706541,1.413082,-1.413082,0
1.413082,-0.706541,1.413082,-0.706541,1
1.413082,-0.706541,1.413082,0,2
1.413082,-0.706541,1.413082,0.706541,2
1.413082,-0.706541,1.413082,1.413082,2
1.413082,0,-1.413082,-1.413082,0
1.413082,0,-1.413082,-0.706541,0
1.413082,0,-1.413082,0,0
1.413082,0,-1.413082,0.706541,0
1.413082,0,-1.413082,1.413082,0
1.413082,0,-0.706541,-1.413082,0
1.413082,0,-0.706541,-0.706541,0
1.413082,0,-0.706541,0,0
1.413082,0,-0.706541,0.706541,0
1.413082,0,-0.706541,1.413082,0
1.413082,0,0,-1.413082,0
1.413082,0,0,-0.706541,0
1.413082,0,0,0,0
1.413082,0,0,0.706541,0
1.413082,0,0,1.413082,1
1.413082,0,0.706541,-1.413082,0
1.413082,0,0.706541,-0.706541,0
1.413082,0,0.706541,0,0
1.413082,0,0.706541,0.706541,2
1.413082,0,0.706541,1.413082,2
1.413082,0,1.413082,-1.413082,0
1.413082,0,1.413082,-0.706541,0
1.413082,0,1.413082,0,1
1.413082,0,1.413082,0.706541,2
1.413082,0,1.413082,1.413082,2
1.413082,0.706541,-1.413082,-1.413082,0
1.413082,0.706541,-1.413082,-0.706541,0
1.413082,0.706541,-1.413082,0,0
1.413082,0.706541,-1.413082,0.706541,0
1.413082,0.706541,-1.413082,1.413082,0
1.413082,0.706541,-0.706541,-1.413082,0
1.413082,0.706541,-0.706541,-0.706541,0
1.413082,0.706541,-0.706541,0,0
1.413082,0.706541,-0.706541,0.706541,0
1.413082,0.706541,-0.706541,1.413082,0
1.413082,0.706541,0,-1.413082,0
1.413082,0.706541,0,-0.706541,0
1.413082,0.706541,0,0,0
1.413082,0.706541,0,0.706541,0
1.413082,0.706541,0,1.413082,0
1.413082,0.706541,0.706541,-1.413082,0
1.413082,0.706541,0.706541,-0.706541,0
1.413082,0.706541,0.706541,0,0
1.413082,0.706541,0.706541,0.706541,0
1.413082,0.706541,0.706541,1.413082,1
1.413082,0.706541,1.413082,-1.413082,0
1.413082,0.706541,1.413082,-0.706541,0
1.413082,0.706541,1.413082,0,0
1.413082,0.706541,1.413082,0.706541,1
1.413082,0.706541,1.413082,1.413082,2
1.413082,1.413082,-1.413082,-1.413082,0
1.413082,1.413082,-1.413082,-0.706541,0
1.413082,1.413082,-1.413082,0,0
1.413082,1.413082,-1.413082,0.706541,0
1.413082,1.413082,-1.413082,1.413082,0
1.413082,1.413082,-0.706541,-1.413082,0
1.413082,1.413082,-0.706541,-0.706541,0
1.413082,1.413082,-0.706541,0,0
1.413082,1.413082,-0.706541,0.706541,0
1.413082,1.413082,-0.706541,1.413082,0
1.413082,1.413082,0,-1.413082,0
1.413082,1.413082,0,-0.706541,0
1.413082,1.413082,0,0,0
1.413082,1.413082,0,0.706541,0
1.413082,1.413082,0,1.413082,0
1.413082,1.413082,0.706541,-1.413082,0
1.413082,1.413082,0.706541,-0.706541,0
1.413082,1.413082,0.706541,0,0
1.413082,1.413082,0.706541,0.706541,0
1.413082,1.413082,0.706541,1.413082,0
1.413082,1.413082,1.413082,-1.413082,0
1.413082,1.413082,1.413082,-0.706541,0
1.413082,1.413082,1.413082,0,0
1.413082,1.413082,1.413082,0.706541,0
1.413082,1.413082,1.413082,1.413082,1
