@relation segment-weka.filters.unsupervised.attribute.Standardize

@attribute region-centroid-col numeric
@attribute region-centroid-row numeric
@attribute region-pixel-count numeric
@attribute short-line-density-5 numeric
@attribute short-line-density-2 numeric
@attribute vedge-mean numeric
@attribute vegde-sd numeric
@attribute hedge-mean numeric
@attribute hedge-sd numeric
@attribute intensity-mean numeric
@attribute rawred-mean numeric
@attribute rawblue-mean numeric
@attribute rawgreen-mean numeric
@attribute exred-mean numeric
@attribute exblue-mean numeric
@attribute exgreen-mean numeric
@attribute value-mean numeric
@attribute saturation-mean numeric
@attribute hue-mean numeric
@attribute class {0,1,2,3,4,5,6}

@data
0.097128,0.184098,0,-0.35697,-0.19451,0.286312,-0.056945,-0.25615,-0.113911,-0.808521,-0.873342,-0.752249,-0.804534,0.069233,-0.287712,0.418045,-0.784988,1.782853,-0.662454,2
-0.574504,-1.659898,0,-0.35697,-0.19451,-0.557652,-0.124274,-0.42543,-0.132428,1.988438,1.901519,1.996972,2.04009,-2.405542,1.687914,-0.447635,2.003029,-0.811977,-0.663275,1
0.014888,1.975906,0,-0.35697,-0.19451,-0.351807,-0.12194,-0.394651,-0.131859,-0.819192,-0.816259,-0.918171,-0.694538,0.692722,-1.332299,1.562664,-0.844527,0.555908,2.239078,6
1.37186,-1.138012,0,-0.35697,-0.19451,-0.578236,-0.117906,-0.548541,-0.134318,-0.752252,-0.778204,-0.690984,-0.792313,0.376182,-0.208236,-0.024413,-0.722859,0.855545,-0.456641,4
-1.520273,-0.059448,0,-0.35697,-0.19451,-0.578236,-0.124335,-0.548541,-0.135133,-0.92882,-0.936767,-0.925829,-0.914531,0.68313,-0.741881,0.571944,-0.961018,2.510221,-0.61658,2
-1.643634,1.506209,0,-0.35697,4.390359,0.101052,-0.09007,0.559465,-0.095735,0.373128,0.360281,0.462821,0.274043,-0.419969,0.904476,-1.111325,0.447228,-0.478854,-0.425799,5
-0.629332,-1.068427,0,-0.35697,-0.19451,-0.495898,-0.118719,-0.42543,-0.129843,1.91567,1.936414,1.905076,1.887332,-1.369591,1.500573,-1.169031,1.909836,-0.958699,-0.527557,1
-1.465446,-0.703107,0,-0.35697,4.390359,1.583133,0.095427,2.898597,0.349277,-0.594115,-0.679894,-0.494428,-0.624263,-0.295267,0.177809,-0.005176,-0.523529,1.041972,-0.589719,2
1.221085,2.132472,0,-0.35697,-0.19451,0.348063,-0.084546,0.159353,-0.106354,-0.511654,-0.530845,-0.660353,-0.30955,0.241892,-1.411778,2.149402,-0.518352,-0.154812,2.326839,6
-0.42373,0.288476,0,-0.35697,-0.19451,-0.639989,-0.126565,-0.579319,-0.139416,-0.890984,-0.886027,-0.874776,-0.905365,0.769459,-0.622662,0.283384,-0.909244,1.624948,-0.403067,4
-0.972001,0.323268,0,-0.35697,-0.19451,-0.434145,-0.108851,-0.117649,-0.104325,-0.922999,-0.911397,-0.930934,-0.914531,0.855789,-0.810006,0.514231,-0.966195,1.500381,-0.473362,4
-0.245541,0.392853,0,-0.35697,-0.19451,-0.001871,-0.104845,-0.086871,-0.117752,-0.410756,-0.457905,-0.33361,-0.453156,-0.093835,0.177809,-0.207167,-0.360441,0.025812,-0.519028,3
-0.437437,1.95851,0,2.410147,-0.19451,-0.043039,-0.067185,-0.117649,-0.124301,-0.642624,-0.664038,-0.767563,-0.465379,0.328221,-1.360684,1.976266,-0.650376,0.089151,2.349067,6
1.645996,2.18466,0,-0.35697,-0.19451,0.039297,-0.098568,-0.25615,-0.12978,-0.584416,-0.629153,-0.662905,-0.440935,0.069233,-1.003027,1.629994,-0.629666,-0.090583,2.657324,6
-1.054242,0.86255,0,-0.35697,-0.19451,-0.269468,-0.103454,-0.27154,-0.112251,-0.467027,-0.467421,-0.637379,-0.257606,0.376182,-1.519643,2.197499,-0.474344,-0.3383,2.240586,6
1.563755,-0.024656,0,-0.35697,-0.19451,-0.59882,-0.125904,-0.579319,-0.137149,-0.825013,-0.736977,-0.862012,-0.856477,1.469685,-0.923548,0.09101,-0.883357,0.676521,0.264966,0
0.809882,0.375456,0,-0.35697,-0.19451,-0.351807,-0.116367,-0.179205,-0.124275,-0.881282,-0.870171,-0.882434,-0.880921,0.817421,-0.730527,0.418045,-0.91701,1.006183,-0.435901,4
-0.218128,0.392853,0,-0.35697,-0.19451,-0.681158,-0.124274,-0.656264,-0.137857,-0.969566,-0.936767,-1.01262,-0.938975,1.086,-1.082507,0.745079,-1.049033,-1.383132,-0.473362,2
-0.190714,2.132472,0,-0.35697,-0.19451,0.471572,-0.080594,0.944191,-0.070225,-0.292398,-0.334226,-0.499535,-0.000949,-0.141791,-1.621829,2.890042,-0.256895,-0.16609,2.314647,6
0.412385,-1.451143,0,-0.35697,-0.19451,-0.001871,-0.081089,-0.656264,-0.137857,-0.937551,-0.901883,-0.979435,-0.911476,1.086,-1.048444,0.687367,-1.01538,-1.358796,-0.134536,4
0.919536,0.584211,0,-0.35697,-0.19451,-0.310637,-0.115994,-0.456207,-0.1374,-0.490311,-0.540358,-0.61951,-0.28205,-0.055461,-1.264174,2.197499,-0.495054,-0.038146,2.459995,6
1.152551,2.18466,0,-0.35697,-0.19451,0.203971,-0.046374,0.097797,-0.068631,-0.695013,-0.721121,-0.828828,-0.502044,0.328221,-1.462872,2.149402,-0.681439,0.466096,2.277613,6
-0.094767,0.027533,0,-0.35697,-0.19451,-0.578236,-0.12066,-0.425429,-0.134318,-0.940462,-0.936767,-0.943698,-0.929808,0.798236,-0.792975,0.543088,-0.979139,2.510221,-0.52594,2
-1.122776,0.49723,0,-0.35697,-0.19451,0.018711,-0.089236,-0.333096,-0.126065,-0.93076,-0.908226,-0.948803,-0.920642,0.961302,-0.883809,0.533468,-0.984316,0.971419,-0.369074,4
1.673409,-0.546542,0,-0.35697,-0.19451,-0.372391,-0.115746,-0.548541,-0.138156,-0.654265,-0.721121,-0.542928,-0.715926,-0.074652,0.206192,-0.274499,-0.572713,0.898929,-0.501479,4
-0.84864,1.349643,0,-0.35697,-0.19451,0.080466,-0.088639,0.020852,-0.112003,0.643801,0.629841,0.741061,0.533758,-0.650175,1.176975,-1.342167,0.729395,-0.559241,-0.434354,5
-1.259844,-0.111637,0,-0.35697,-0.19451,-0.59882,-0.126895,-0.640875,-0.139668,-0.942402,-0.936767,-0.943698,-0.935919,0.817421,-0.781621,0.504613,-0.979139,2.510221,-0.498107,2
-0.094767,-0.668315,0,-0.35697,-0.19451,0.512741,-0.028783,-0.040704,-0.024233,-0.756132,-0.835287,-0.673115,-0.770924,-0.103426,-0.066307,0.216053,-0.704737,1.520866,-0.625232,2
-0.053646,-1.10322,0,-0.35697,-0.19451,0.142221,-0.075361,0.128575,-0.091302,-0.270086,-0.232744,-0.205978,-0.379826,0.558433,0.206192,-0.909327,-0.231008,-0.020117,-0.267394,0
1.275912,-0.146429,0,-0.35697,-0.19451,-0.351807,-0.1154,-0.56393,-0.133545,-0.369039,-0.381796,-0.338717,-0.388992,0.184335,-0.100371,-0.014795,-0.36562,-0.38432,-0.508481,4
1.152551,-1.955633,0,-0.35697,-0.19451,-0.392976,-0.12161,-0.071481,-0.074614,2.737408,2.919495,2.433478,2.895615,-0.573437,0.21755,0.206435,2.445695,-1.432516,-0.672147,1
-0.958295,1.488813,0,2.410147,-0.19451,-0.022457,-0.098425,-0.286928,-0.123199,-0.642624,-0.64184,-0.777775,-0.474544,0.529656,-1.42881,1.889698,-0.658141,-0.083172,2.240366,6
-1.026829,1.314851,0,-0.35697,-0.19451,0.492155,-0.060883,0.882635,-0.061684,0.487608,0.464934,0.587903,0.384039,-0.602219,1.069111,-1.20751,0.574076,-0.50142,-0.441673,5
0.480919,-1.433747,0,-0.35697,-0.19451,-0.392976,-0.109254,-0.610097,-0.137245,-0.952103,-0.920911,-0.987093,-0.929808,1.057224,-1.014381,0.658511,-1.023146,0.482433,-0.312051,4
0.234196,0.288476,0,-0.35697,-0.19451,0.862675,-0.098457,-0.25615,-0.127884,-0.277847,-0.26763,-0.272347,-0.291216,0.318629,-0.191201,0.004443,-0.298314,-0.621056,-0.477303,3
-1.588807,-0.511749,0,-0.35697,-0.19451,-0.475314,-0.115003,-0.394651,-0.128836,1.994253,2.113998,1.9153,1.951487,-0.535072,1.108852,-1.342167,1.920204,-1.095461,-0.422182,1
-0.231835,0.392853,0,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.015172,-0.938975,1.095592,-1.093861,0.754698,-1.051622,-1.8698,0.881942,2
-0.944588,-0.285599,0,-0.35697,-0.19451,-0.290054,-0.122683,0.636411,0.203236,0.334322,0.382481,0.324977,0.295431,0.165153,0.211874,-0.524585,0.307439,-0.860402,-0.406736,3
-0.972001,0.914738,0,-0.35697,-0.19451,0.080466,-0.111955,0.06702,-0.094406,0.356637,0.376139,0.424533,0.252654,-0.113017,0.745518,-1.149796,0.4084,-0.518244,-0.380832,5
-1.15019,-0.355184,0,-0.35697,-0.19451,0.203975,-0.058266,-0.179205,-0.114729,0.634101,0.661553,0.672139,0.555144,-0.266493,0.773906,-1.043992,0.659501,-0.732716,-0.414164,3
-0.793813,0.218891,0,-0.35697,-0.19451,1.788975,-0.044618,0.06702,-0.085808,-0.564042,-0.679894,-0.433165,-0.602875,-0.592628,0.410567,-0.101362,-0.461402,1.024575,-0.611267,2
1.700823,-1.138012,0,-0.35697,-0.19451,-0.207717,-0.106285,-0.594708,-0.134599,-0.738669,-0.765519,-0.680772,-0.77398,0.356997,-0.219589,0.014061,-0.712503,0.792236,-0.467499,4
-0.478557,-0.389976,0,2.410147,-0.19451,-0.372391,-0.118719,-0.194595,-0.108117,-0.444712,-0.356426,-0.440822,-0.529543,1.162737,-0.338806,-0.591917,-0.469167,-0.100105,-0.10174,0
0.755054,1.749755,0,-0.35697,-0.19451,0.677415,-0.044639,0.328631,-0.044637,-0.572772,-0.603783,-0.708853,-0.373713,0.184335,-1.377716,2.149402,-0.572713,0.072192,2.369166,6
-0.396316,-1.920841,0,-0.35697,-0.19451,-0.392977,-0.116654,-0.517763,-0.136645,2.481281,2.548456,2.310958,2.593125,-1.407956,0.8988,-0.110981,2.321446,-1.184029,-0.662221,1
-0.177007,-0.581334,0,-0.35697,-0.19451,2.03599,0.027566,-0.317706,-0.125211,0.736937,0.709123,0.817643,0.659031,-0.851615,1.142916,-1.082463,0.807058,-0.650643,-0.482687,3
1.234792,1.019116,0,-0.35697,-0.19451,0.245144,-0.094514,0.082407,-0.106465,0.448801,0.449079,0.529191,0.347375,-0.362414,0.904476,-1.169031,0.514535,-0.538055,-0.414915,5
1.37186,-1.138012,0,-0.35697,-0.19451,-0.578236,-0.117906,-0.548541,-0.134318,-0.752252,-0.778204,-0.690984,-0.792313,0.376182,-0.208236,-0.024413,-0.722859,0.855545,-0.456641,4
-0.50597,-0.59873,0,-0.35697,-0.19451,-0.413561,-0.118719,0.344022,-0.071402,-0.385534,-0.318369,-0.361691,-0.474544,0.922934,-0.157142,-0.659241,-0.388919,-0.101643,-0.169991,0
-0.46485,-0.059448,0,-0.35697,-0.19451,-0.187131,-0.106594,-0.502374,-0.127041,-0.529115,-0.61647,-0.422953,-0.566207,-0.362414,0.27432,-0.101362,-0.451046,0.592464,-0.561641,2
-0.930881,-1.416351,0,-0.35697,-0.19451,0.162803,-0.107926,-0.394651,-0.128282,0.010289,-0.001242,0.082475,-0.065112,-0.113017,0.490049,-0.716956,0.061515,-0.403974,-0.431397,3
1.179965,0.114514,0,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.015172,-0.938975,1.095592,-1.093861,0.754698,-1.051622,-1.8698,0.881942,4
-1.205017,-0.059448,0,-0.35697,-0.19451,-0.392976,-0.119628,-0.379261,-0.132299,-0.920088,-0.930425,-0.913066,-0.90842,0.654354,-0.707818,0.543088,-0.948075,2.347998,-0.605165,2
-0.972001,0.288476,0,2.410147,-0.19451,-0.434145,-0.117429,-0.179205,-0.122368,-0.752252,-0.828944,-0.693536,-0.74037,-0.084243,-0.225265,0.466139,-0.725447,1.347194,-0.698504,2
0.946949,-0.894465,0,-0.35697,-0.19451,-0.331223,-0.118389,-0.348483,-0.120712,1.477164,1.324348,1.675336,1.370953,-2.587791,2.533804,-1.698056,1.676854,-0.453209,-0.558379,1
-0.533384,-0.616126,0,2.410147,-0.19451,0.059884,-0.085272,-0.194595,-0.082423,-0.416579,-0.324713,-0.410191,-0.508154,1.172329,-0.299065,-0.668859,-0.438103,-0.095375,-0.096848,0
-0.738986,0.984323,0,2.410147,-0.19451,-0.248886,-0.114755,0.159353,-0.108432,-0.385534,-0.413509,-0.522509,-0.190388,0.059641,-1.230112,2.024363,-0.417394,-0.435856,2.469837,6
0.028594,-0.059448,0,2.410147,-0.19451,-0.084208,-0.108478,0.220908,-0.071654,-0.350606,-0.305685,-0.315743,-0.43177,0.692722,-0.054954,-0.601535,-0.342322,-0.140292,-0.260133,0
0.206783,0.010136,0,-0.35697,-0.19451,-0.331223,-0.117398,-0.363873,-0.122286,-0.904566,-0.930425,-0.874776,-0.905365,0.50088,-0.543182,0.418045,-0.909244,2.395311,-0.585351,2
-1.054242,-0.7379,0,-0.35697,-0.19451,-0.475314,-0.12194,-0.425429,-0.132866,1.987468,2.079121,1.945924,1.927041,-0.784469,1.352968,-1.505685,1.95126,-1.024106,-0.433947,1
-1.520273,0.253683,0,-0.35697,-0.19451,-0.516483,-0.124583,-0.533152,-0.138849,-0.840536,-0.74332,-0.890092,-0.865644,1.565607,-1.020059,0.158341,-0.893712,0.775014,0.414151,0
-0.382609,0.114514,0,-0.35697,-0.19451,-0.434145,-0.115994,-0.379261,-0.128521,-0.817252,-0.727464,-0.856907,-0.847311,1.479277,-0.934902,0.100629,-0.873002,0.627276,0.258746,0
-0.204421,1.019116,0,-0.35697,-0.19451,0.183389,-0.087305,0.036242,-0.113668,0.244099,0.281002,0.279029,0.164046,0.13638,0.433279,-0.870857,0.260843,-0.609905,-0.36701,5
1.645996,1.993302,0,2.410147,-0.19451,-0.084208,-0.070702,-0.025316,-0.098676,-0.736729,-0.756005,-0.864565,-0.557042,0.424142,-1.457195,2.043598,-0.728036,0.745138,2.257734,6
-0.588211,0.253683,0,-0.35697,-0.19451,-0.372391,-0.115746,-0.425429,-0.133622,-0.93367,-0.936767,-0.928382,-0.926753,0.731091,-0.730527,0.504613,-0.963607,2.510221,-0.524846,2
0.097128,-0.685711,0,-0.35697,-0.19451,0.409818,-0.099898,-0.425429,-0.132428,-0.737699,-0.727464,-0.744589,-0.731203,0.692722,-0.651047,0.408426,-0.77722,-0.203277,-0.50089,3
1.508928,1.262662,0,-0.35697,-0.19451,-0.084208,-0.097577,-0.056094,-0.120647,0.267383,0.255631,0.330084,0.200711,-0.32404,0.637654,-0.755427,0.312618,-0.581032,-0.460562,5
0.30273,-0.633523,0,-0.35697,-0.19451,1.830144,0.020284,-0.24076,-0.111345,0.164544,0.144636,0.245845,0.084604,-0.314449,0.677395,-0.832377,0.227191,-0.469481,-0.444883,3
-1.657341,1.506209,0,-0.35697,-0.19451,1.047935,-0.037693,0.913413,-0.103019,0.332381,0.325398,0.414321,0.237378,-0.33364,0.819318,-1.05361,0.398044,-0.493256,-0.421613,5
-0.368903,-1.433747,0,-0.35697,-0.19451,-0.063622,-0.110048,-0.363873,-0.125309,2.621944,2.792657,2.367106,2.7337,-0.583028,0.450308,-0.178313,2.378386,-1.377394,-0.586043,1
1.33074,-0.163825,0,-0.35697,-0.19451,-0.59882,-0.125904,-0.548541,-0.138912,-0.827924,-0.762347,-0.846697,-0.859533,1.268251,-0.804329,0.09101,-0.880769,0.772119,0.031299,0
-0.03994,-0.00726,0,-0.35697,-0.19451,-0.475314,-0.118967,-0.533152,-0.136582,-0.939491,-0.936767,-0.938593,-0.932864,0.788644,-0.76459,0.504613,-0.973961,2.510221,-0.504598,2
0.056008,0.584211,0,-0.35697,-0.19451,0.203971,-0.048356,-0.056094,-0.110951,-0.364191,-0.41668,-0.280004,-0.410381,-0.180164,0.262967,-0.264881,-0.306079,0.014656,-0.521876,3
0.206783,0.653796,0,-0.35697,-0.19451,-0.59882,-0.12,-0.456207,-0.129618,-0.558222,-0.581586,-0.685879,-0.376771,0.241892,-1.309591,1.976266,-0.575304,-0.1574,2.399496,6
0.68652,1.123493,0,-0.35697,-0.19451,0.409818,-0.069926,-0.025316,-0.118074,0.490518,0.480792,0.572586,0.396263,-0.487108,0.949894,-1.120942,0.558543,-0.572026,-0.437946,5
0.919536,0.323268,0,2.410147,-0.19451,-0.516483,-0.124583,-0.25615,-0.131292,-0.848297,-0.74332,-0.902855,-0.87481,1.642344,-1.059798,0.148723,-0.893712,1.029936,0.49053,0
-0.327782,-0.894465,0,-0.35697,-0.19451,0.224558,-0.021515,-0.179205,-0.033113,-0.276875,-0.264457,-0.193213,-0.385937,0.337813,0.331091,-0.89971,-0.218063,0.043809,-0.312724,0
1.179965,-0.285599,0,2.410147,-0.19451,0.245144,-0.077096,-0.102259,-0.092247,-0.532027,-0.600612,-0.422953,-0.590651,-0.189755,0.29135,-0.303352,-0.451046,0.526829,-0.515463,4
0.206783,0.027533,0,-0.35697,-0.19451,-0.59882,-0.125904,-0.486985,-0.134881,-0.808521,-0.727464,-0.839038,-0.8412,1.392948,-0.866777,0.071773,-0.870414,0.520093,0.156003,0
1.317033,-0.285599,0,-0.35697,-0.19451,-0.269468,-0.122601,-0.440818,-0.134315,-0.912327,-0.927254,-0.892645,-0.911476,0.606393,-0.616985,0.437282,-0.927365,2.278474,-0.558748,2
0.590573,-1.920841,0,2.410147,-0.19451,-0.207717,-0.117398,-0.302318,-0.13337,2.445369,2.478701,2.326259,2.528969,-1.686126,1.21104,-0.361067,2.336962,-1.0937,-0.642154,1
1.02919,2.202056,0,-0.35697,-0.19451,0.142221,-0.095628,-0.27154,-0.122733,-0.728968,-0.749662,-0.846697,-0.560097,0.404958,-1.383393,1.937795,-0.730624,0.59786,2.301013,6
-1.396912,-0.668315,0,-0.35697,-0.19451,-0.166549,-0.103854,-0.179205,-0.123798,-0.50001,-0.397651,-0.512297,-0.578431,1.335396,-0.492088,-0.50535,-0.54165,-0.118882,-0.015513,0
-0.821227,0.340664,0,-0.35697,-0.19451,-0.578236,-0.124335,-0.548541,-0.138912,-0.838595,-0.749662,-0.879881,-0.865644,1.48887,-0.963288,0.139104,-0.896301,0.737355,0.294746,0
-0.231835,0.079721,0,-0.35697,-0.19451,1.912484,-0.029894,-0.209982,-0.122248,0.424548,0.385652,0.526638,0.335151,-0.698139,1.029375,-1.043992,0.511946,-0.499173,-0.471764,3
-1.479153,-1.033635,0,-0.35697,-0.19451,-0.166549,-0.096916,-0.209982,-0.115989,-0.475757,-0.435705,-0.43827,-0.553987,0.750275,-0.140107,-0.514967,-0.466578,0.062192,-0.254063,0
0.851002,0.184098,0,2.410147,-0.19451,0.409818,-0.08172,-0.363873,-0.133622,-0.271055,-0.356426,-0.154925,-0.324828,-0.554254,0.552496,-0.380302,-0.179235,0.135163,-0.552348,4
0.98807,-0.042052,0,-0.35697,-0.19451,7.326206,0.259853,-0.41004,-0.124788,0.104394,0.13195,0.120763,0.057105,0.165153,0.194839,-0.495723,0.100344,-0.640863,-0.409389,3
0.864709,-1.416351,0,-0.35697,-0.19451,-0.41356,-0.115171,-0.209982,-0.118664,1.882692,1.793698,1.884652,1.945383,-2.338395,1.557344,-0.293734,1.889124,-0.810124,-0.677842,1
-0.355196,0.114514,0,-0.35697,-0.19451,-0.495898,-0.117153,-0.517763,-0.130916,-0.934641,-0.933596,-0.938593,-0.920642,0.769459,-0.792975,0.571944,-0.973961,2.412888,-0.566953,2
-0.410023,-0.911862,0,-0.35697,-0.19451,-0.31064,-0.103111,-0.056094,-0.076188,1.797325,1.822239,1.797856,1.752886,-1.235297,1.477862,-1.265216,1.801103,-0.940079,-0.504915,1
0.384971,1.193077,0,-0.35697,-0.19451,0.553909,-0.087582,1.390471,-0.069866,0.429396,0.414193,0.478138,0.380984,-0.487108,0.677395,-0.659241,0.462761,-0.675276,-0.51853,5
-0.094767,0.758173,0,2.410147,-0.19451,-0.372391,-0.115746,-0.102259,-0.123231,-0.588295,-0.5689,-0.698641,-0.468434,0.654354,-1.218757,1.408767,-0.652964,-0.781588,2.374,6
-0.7664,-0.842277,0,2.410147,-0.19451,0.080466,-0.095925,-0.25615,-0.102575,-0.374862,-0.308856,-0.341269,-0.474544,0.90375,-0.083337,-0.765053,-0.368209,-0.014857,-0.180532,0
-0.368903,-0.076844,0,5.177263,-0.19451,-0.166549,-0.115746,0.036242,-0.045204,-0.404936,-0.327884,-0.387217,-0.495933,1.028447,-0.213912,-0.668859,-0.414805,-0.081827,-0.139816,0
-0.903467,-0.129033,0,-0.35697,-0.19451,0.409818,-0.06459,-0.456207,-0.132428,-0.395233,-0.426192,-0.336162,-0.43177,0.040459,0.069945,-0.159078,-0.36303,-0.136788,-0.505963,4
-1.520273,-1.659898,0,-0.35697,-0.19451,-0.495899,-0.125656,-0.333096,-0.132866,1.923424,1.857123,1.996972,1.878147,-2.165736,2.068282,-1.332549,2.003029,-0.760345,-0.56685,1
1.41298,-1.416351,0,2.410147,-0.19451,0.059884,-0.092631,0.528688,-0.102235,0.196561,0.192206,0.227976,0.160991,-0.199346,0.370832,-0.428399,0.20907,-0.680309,-0.490012,3
-0.12218,-1.538124,0,-0.35697,-0.19451,-0.392976,-0.109877,-0.425429,-0.130916,2.308583,2.31062,2.231812,2.373132,-1.858784,1.381351,-0.476488,2.241183,-1.01634,-0.636589,1
-1.095363,-0.268203,0,-0.35697,4.390359,8.746521,0.158008,6.884351,0.130711,0.334322,0.255631,0.388794,0.341264,-0.985901,0.637654,-0.091744,0.372157,-0.297482,-0.645551,2
0.028594,-0.094241,0,-0.35697,-0.19451,3.57984,0.100804,-0.440818,-0.128418,-0.071204,-0.058325,-0.057922,-0.098722,0.174744,0.030204,-0.226402,-0.080863,-0.582297,-0.462536,3
0.371264,1.680171,0,-0.35697,-0.19451,-0.351807,-0.11203,-0.27154,-0.103394,-0.587326,-0.606954,-0.713958,-0.410381,0.299445,-1.326622,1.947413,-0.603779,-0.044624,2.374744,6
-1.328378,0.13191,0,-0.35697,-0.19451,-0.619405,-0.125656,-0.456207,-0.136645,-0.834715,-0.746491,-0.877328,-0.859533,1.479277,-0.968965,0.158341,-0.896301,0.609896,0.315955,0
