@relation biodeg-weka.filters.unsupervised.attribute.Standardize

@attribute Attr1 numeric
@attribute Attr2 numeric
@attribute Attr3 numeric
@attribute Attr4 numeric
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 numeric
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute Attr20 numeric
@attribute Attr21 numeric
@attribute Attr22 numeric
@attribute Attr23 numeric
@attribute Attr24 numeric
@attribute Attr25 numeric
@attribute Attr26 numeric
@attribute Attr27 numeric
@attribute Attr28 numeric
@attribute Attr29 numeric
@attribute Attr30 numeric
@attribute Attr31 numeric
@attribute Attr32 numeric
@attribute Attr33 numeric
@attribute Attr34 numeric
@attribute Attr35 numeric
@attribute Attr36 numeric
@attribute Attr37 numeric
@attribute Attr38 numeric
@attribute Attr39 numeric
@attribute Attr40 numeric
@attribute Attr41 numeric
@attribute Class {0,1}

@data
0.232863,-0.394688,-0.489991,-0.166611,-0.420109,-0.27012,0.158914,1.732672,-0.700936,0.110513,-0.461072,-0.136256,-0.193176,-0.918019,0.132036,0.30729,0.101037,-1.098305,-0.083798,-0.23288,-0.13479,0.417485,0.332943,-0.203523,-0.416367,-0.156756,0.518987,0.032755,-0.165039,0.162786,-0.697004,-0.201625,0.076679,-0.560635,-0.76462,-0.1513,-0.090884,-0.629368,-0.163039,-0.160469,-0.32297,1
-2.129475,-1.057259,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.837188,0.317642,-1.015972,-0.461072,0.256124,-1.958133,0.217873,-2.244461,-0.814479,-1.167936,0.527282,-0.083798,-0.23288,-0.13479,-0.629519,-0.293552,-0.203523,-0.416367,-0.156756,-2.138761,1.857476,-0.165039,-0.738113,-0.27394,-0.201625,-0.581014,-0.560635,-0.76462,-1.124687,-1.335507,-0.629368,-1.849048,-0.160469,-0.32297,1
-1.039728,-0.532062,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.771575,0.826931,-1.015972,-0.461072,0.256124,-1.632874,0.137737,-1.273188,-0.814479,-1.167936,0.460932,-0.083798,-0.23288,-0.13479,-0.266696,-0.293552,-0.203523,-0.416367,-0.156756,-1.386986,-1.131291,-0.165039,-0.738113,-0.293972,-0.201625,-0.581014,-0.560635,-0.76462,-0.920606,-1.30128,-0.629368,-1.497192,-0.160469,-0.32297,1
-1.921033,-0.878625,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.771575,0.317642,-1.015972,-0.461072,0.256124,-1.653417,0.298009,-1.913884,-0.814479,-1.167936,0.460932,-0.083798,-0.23288,-0.13479,-0.442924,-0.293552,-0.203523,-0.416367,-0.156756,-1.829207,-1.131291,-0.165039,-0.738113,-0.086017,-0.201625,-0.581014,-0.560635,-0.76462,-1.072666,-1.386848,-0.629368,-1.668691,-0.160469,-0.32297,1
-1.652253,-0.570676,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.662219,0.317642,-1.015972,-0.461072,0.256124,-0.973797,1.183317,-1.286109,-0.814479,-1.146428,0.394581,-0.083798,-0.23288,-0.13479,-0.380726,-0.293552,-0.203523,-0.416367,-0.156756,-1.386986,0.234103,-0.165039,-0.738113,0.484905,-0.201625,-0.581014,-0.560635,-0.76462,-0.994635,-1.473971,-0.629368,-1.288655,-0.160469,-0.32297,1
-1.537062,-0.357999,0.193793,-0.166611,-0.420109,-0.27012,-0.740035,-0.596606,0.317642,-1.015972,-0.461072,0.256124,-0.063072,1.814227,-0.786474,-0.814479,-0.952856,0.328231,-0.083798,-0.23288,-0.13479,-0.194131,-0.293552,-0.203523,2.39945,-0.156756,-1.174719,0.026463,-0.165039,-0.738113,1.252336,-0.201625,-0.581014,-0.560635,-0.76462,-0.37639,-1.274832,-0.629368,-0.404587,-0.160469,0.123601,1
-1.493179,-0.261645,0.193793,-0.166611,-0.420109,-0.27012,-0.740035,-0.552863,0.317642,-1.015972,-0.461072,0.256124,1.023977,2.283593,-0.447282,-0.814479,-1.038888,0.228705,-0.083798,-0.23288,-0.13479,0.044295,-0.293552,4.908787,-0.416367,-0.156756,-1.086275,0.007586,6.053413,-0.738113,2.022628,-0.201625,-0.581014,-0.560635,-0.76462,2.948933,-1.486418,-0.629368,2.374026,-0.160469,0.123601,1
-1.921033,-0.834116,-0.489991,-0.166611,0.008532,-0.27012,-0.740035,-1.176191,0.317642,-1.015972,-0.140207,0.256124,-1.617467,0.298009,-1.913884,-0.814479,-0.952856,0.859034,-0.083798,-0.23288,-0.13479,-0.899045,-0.293552,-0.203523,-0.416367,-0.156756,-1.829207,-1.219381,-0.165039,-0.738113,-0.086017,-0.201625,-0.581014,-0.120881,0.826453,-1.060662,-0.868773,0.287736,-1.634875,-0.160469,-0.32297,1
-1.431013,-0.533025,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.52613,-0.700936,-1.015972,-0.461072,0.256124,-2.242307,-0.686516,-1.743749,-0.814479,-0.888332,1.157612,-0.083798,-0.23288,-0.13479,-0.588054,-0.293552,-0.203523,-0.416367,-0.156756,-2.138761,-3.276911,-0.165039,-0.738113,-0.795735,-0.201625,-0.581014,-0.560635,-0.76462,-0.927609,-0.868773,0.287736,-1.650978,-0.160469,-0.32297,1
-5.087882,-2.306495,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-2.226006,-0.191647,-0.452729,-0.461072,0.256124,-3.300254,-1.718104,-6.206009,-0.814479,0.058021,1.389838,-0.083798,-0.23288,-0.13479,-3.200381,-0.293552,-0.203523,-0.416367,-0.156756,-5.37582,-6.907476,-0.165039,-0.738113,-0.795735,-0.201625,-0.581014,-0.560635,0.030917,-1.639892,2.242784,-0.629368,-2.964197,-0.160469,-0.32297,1
-1.921033,-0.797908,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.012158,0.317642,-0.452729,-0.461072,0.256124,-1.578094,0.298009,-1.913884,-0.590125,-0.737776,0.626808,-0.083798,-0.23288,-0.13479,-1.08564,-0.293552,-0.203523,-0.416367,-0.156756,-1.829207,-1.282302,-0.165039,-0.738113,-0.086017,-0.201625,-0.581014,-0.560635,0.030917,-1.044655,-0.350699,-0.629368,-1.594617,-0.160469,-0.32297,1
-1.431013,-0.841575,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.771575,-0.191647,-0.452729,-0.461072,0.256124,-2.060846,-0.446109,-1.567154,-0.814479,-0.329123,0.494107,-0.083798,-0.23288,-0.13479,-1.54176,-0.08472,-0.203523,-0.416367,-0.156756,-0.201833,2.146914,-0.165039,-0.738113,-0.795735,-0.201625,-0.581014,-0.560635,-0.76462,-0.616485,-0.739644,-0.629368,-1.171907,-0.160469,-0.32297,1
-2.502475,-0.982798,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.865132,0.317642,0.110513,-0.461072,0.256124,-2.112203,-0.446109,-2.723637,-0.814479,0.380641,1.157612,-0.083798,-0.23288,-0.13479,-2.682062,-0.293552,-0.203523,-0.416367,-0.156756,-2.642894,-4.031968,-0.165039,-0.738113,-0.458524,-0.201625,-0.581014,-0.560635,0.826453,-1.101678,1.853839,-0.629368,-1.859515,-0.160469,-0.32297,1
-1.120179,-0.319145,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.52613,0.317642,0.110513,-0.461072,0.256124,-1.759554,-0.482997,-1.443322,-0.590125,0.036513,0.95856,-0.083798,-0.23288,-0.13479,-2.018614,-0.293552,-0.203523,-0.416367,-0.156756,-1.625785,2.467813,-0.165039,-0.738113,-0.537222,-0.201625,-0.581014,-0.560635,0.826453,-0.871586,1.257976,-0.629368,-1.48753,-0.160469,-0.32297,1
-0.876997,-0.136782,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.318354,0.317642,0.110513,-0.461072,0.256124,-1.487364,0.137737,-1.20858,-0.365771,-0.178567,0.825859,-0.083798,-0.23288,-0.13479,-1.894217,-0.293552,-0.203523,-0.416367,-0.156756,-1.254319,-1.433314,-0.165039,-0.738113,-0.440399,-0.201625,-0.581014,-0.560635,0.826453,-0.835572,0.774129,-0.629368,-1.381249,-0.160469,-0.32297,1
-2.502475,-0.529416,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,0.048593,-0.191647,-0.452729,-0.461072,0.256124,-1.958133,-0.446109,-2.723637,-0.590125,-0.028011,-0.036697,-0.083798,-0.23288,-0.13479,-0.245963,-0.293552,-0.203523,-0.416367,-0.156756,-2.642894,-4.145226,-0.165039,-0.738113,-0.458524,-0.201625,-0.581014,-0.560635,0.030917,-0.73053,1.464895,-0.629368,-1.283824,-0.160469,-0.32297,1
-1.039728,-0.076756,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.318354,-0.191647,0.110513,-0.461072,0.256124,-1.487364,0.137737,-1.273188,-0.590125,-0.178567,0.825859,-0.083798,-0.23288,-0.13479,-1.396631,-0.293552,-0.203523,-0.416367,-0.156756,-1.386986,-1.477359,-0.165039,-0.738113,-0.293972,-0.201625,-0.581014,-0.560635,0.030917,-0.831571,0.254499,-0.629368,-1.320861,-0.160469,-0.32297,1
-1.708935,-0.261525,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.066835,0.317642,0.110513,-0.461072,0.256124,-1.059391,0.825887,-1.457321,-0.590125,-0.436663,0.659983,-0.083798,-0.23288,-0.13479,-1.261868,-0.293552,-0.203523,-0.416367,-0.156756,-1.488696,-0.470616,-0.165039,-0.738113,0.293644,-0.201625,-0.581014,-0.560635,0.030917,-0.921606,-0.285356,-0.629368,-1.252423,-0.160469,-0.32297,1
-2.502475,-0.837966,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.771575,-0.191647,-0.452729,-0.461072,0.256124,-2.077965,-0.446109,-2.723637,-0.590125,-0.329123,0.494107,-0.083798,-0.23288,-0.13479,-1.002709,-0.293552,-0.203523,-0.416367,-0.156756,-2.642894,-3.698484,-0.165039,0.033078,-0.458524,-0.201625,-0.581014,-0.560635,-0.76462,-0.88059,0.881478,-0.629368,-1.525373,-0.160469,-0.32297,1
-0.712438,0.693235,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.006085,0.826931,-0.452729,-0.461072,3.487411,-0.417433,1.06375,-0.40421,-0.590125,-0.759284,-0.003522,-0.083798,-0.23288,-0.13479,0.210157,-0.293552,-0.203523,-0.416367,-0.156756,-0.741343,0.089384,-0.165039,0.104195,0.484428,-0.201625,-0.581014,-0.560635,-0.76462,-0.52845,-0.397372,-0.629368,-0.483493,-0.160469,-0.32297,1
-0.403432,0.30433,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.629412,0.826931,-0.452729,-0.461072,0.592635,-1.442855,-0.550412,-0.811241,-0.365771,-0.630236,0.394581,-0.083798,-0.23288,-0.13479,-0.339261,-0.293552,-0.203523,-0.416367,-0.156756,-0.953609,-1.3641,-0.165039,0.114619,-0.547238,-0.201625,-0.581014,-0.560635,-0.76462,-0.543456,0.168931,-0.629368,-0.987524,-0.160469,-0.32297,1
-1.431013,-0.180688,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.771575,0.317642,-0.452729,-0.461072,0.473102,-2.050575,-0.686516,-1.743749,-0.814479,-0.329123,0.494107,-0.083798,-0.23288,-0.13479,-0.453291,-0.293552,-0.203523,-0.416367,-0.156756,-2.138761,-3.742529,-0.165039,0.055775,-0.795735,-0.201625,-0.581014,-0.560635,-0.76462,-0.657501,0.94682,-0.629368,-1.233904,-0.160469,-0.32297,1
-0.162079,0.693476,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.771575,0.317642,0.110513,-0.461072,-0.615687,-0.95839,0.070321,-0.551732,0.082937,-0.329123,0.494107,-0.083798,-0.23288,-0.13479,-1.023442,-0.293552,-0.203523,-0.416367,-0.156756,-0.506966,-0.476908,-0.165039,0.116132,-0.494773,-0.201625,-0.581014,-0.560635,0.030917,-0.501439,0.492533,-0.629368,-0.832933,-0.160469,-0.32297,1
-0.999502,-0.098168,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.700936,0.110513,-0.461072,-0.5923,0.851076,2.828007,0.155726,-0.365771,-0.888332,0.228705,-0.083798,-0.23288,-0.13479,-0.349627,-0.293552,-0.203523,-0.416367,-0.156756,-0.971298,0.007586,-0.165039,0.135214,3.548426,-0.201625,-0.581014,-0.560635,0.030917,-0.589474,-0.888999,-0.629368,-0.173506,-0.160469,-0.32297,1
-1.120179,0.452049,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.066835,-0.191647,0.110513,-0.461072,-0.062198,-1.651705,-0.482997,-1.443322,-0.590125,0.316117,0.659983,-0.083798,-0.23288,-0.13479,-1.3137,-0.293552,-0.203523,-0.416367,-0.156756,-1.625785,2.681746,-0.165039,0.068048,-0.537222,-0.201625,-0.581014,-0.560635,-0.76462,-0.581471,1.049502,-0.629368,-1.075287,-0.160469,-0.32297,1
-1.039728,0.390219,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.924673,0.317642,0.110513,-0.461072,-0.018022,-1.394922,0.137737,-1.273188,-0.590125,0.015005,0.593633,-0.083798,-0.23288,-0.13479,-1.044174,-0.293552,-0.203523,-0.416367,-0.156756,-1.386986,-1.559157,-0.165039,0.08755,-0.293972,-0.201625,-0.581014,-0.560635,-0.76462,-0.574468,0.599882,-0.629368,-1.004433,-0.160469,-0.32297,1
-1.039728,0.767335,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,0.110513,-0.461072,-0.171336,-1.307615,0.137737,-1.273188,-0.590125,0.251593,0.26188,-0.083798,-0.23288,-0.13479,-0.546588,-0.293552,-0.203523,-0.416367,-0.156756,-1.386986,-1.647247,-0.165039,0.081498,-0.293972,-0.201625,-0.581014,-0.560635,-0.76462,-0.538454,0.988826,-0.629368,-0.874802,-0.160469,-0.32297,1
-1.004987,0.402248,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.012158,-0.191647,0.673755,-0.461072,-0.084285,-0.92244,0.706319,-0.997527,-0.590125,0.187069,0.626808,-0.083798,-0.23288,-0.13479,-1.241135,-0.293552,-0.203523,-0.416367,-0.156756,-1.174719,-0.53983,-0.165039,0.10596,0.15771,-0.201625,-0.581014,-0.560635,-0.76462,-0.569466,0.42719,-0.629368,-0.820856,-0.160469,-0.32297,1
-0.820315,0.751577,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,0.110513,-0.461072,-0.057,-1.093629,0.262393,-1.069673,-0.141417,-0.006503,0.26188,-0.083798,-0.23288,-0.13479,-0.774648,-0.293552,-0.203523,-0.416367,-0.156756,-1.086275,0.945115,-0.165039,0.112433,-0.225767,-0.201625,-0.581014,-0.560635,-0.76462,-0.52845,0.612328,-0.629368,-0.832128,-0.160469,-0.32297,1
-0.750835,0.355695,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,0.110513,-0.461072,0.026153,-0.578351,1.138798,-0.736941,-0.141417,-0.436663,0.26188,-0.083798,-0.23288,-0.13479,-0.546588,-0.293552,-0.203523,-0.416367,-0.156756,-0.847476,-0.149717,-0.165039,0.154969,0.354695,-0.201625,-0.581014,-0.560635,-0.76462,-0.524448,-0.064436,-0.629368,-0.677537,-0.160469,-0.32297,1
1.114168,1.82675,-0.489991,-0.166611,-0.420109,0.661177,-0.740035,-0.68409,2.354799,0.673755,-0.461072,-0.015424,0.068743,0.707591,0.749042,2.102122,-0.522695,0.427756,-0.083798,-0.23288,-0.13479,-0.722817,-0.293552,-0.203523,-0.416367,-0.156756,0.434965,0.013878,-0.165039,0.209946,0.44341,-0.201625,-0.581014,-0.560635,0.030917,-0.415405,-0.151559,-0.629368,-0.290254,-0.160469,-0.32297,1
-0.615531,0.756629,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.771575,-0.700936,1.236998,-0.461072,-0.778096,-0.487621,0.726671,-0.446205,0.531644,0.488181,0.494107,-0.083798,-0.23288,-0.13479,-1.272235,-0.293552,-0.203523,-0.416367,-0.156756,-0.683854,-0.168594,-0.165039,1.010726,0.221146,-0.201625,-0.581014,-0.560635,-0.76462,-0.487434,0.893924,-0.629368,-0.500402,-0.160469,-0.32297,1
-0.679526,0.622022,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.574734,0.317642,1.236998,-0.461072,-0.170037,0.380307,2.031738,0.020049,0.980352,-0.393647,0.361406,-0.083798,-0.23288,-0.13479,-0.774648,-0.293552,-0.203523,-0.416367,-0.156756,-0.599832,0.007586,-0.165039,1.150775,1.651552,-0.201625,-0.581014,-0.560635,-0.76462,-0.525449,-0.235571,-0.629368,-0.245165,-0.160469,-0.32297,1
-0.467428,0.871749,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.498185,1.33622,1.236998,-0.461072,0.104109,1.13525,2.641024,0.670436,1.42906,-0.69476,0.295055,-0.083798,-0.23288,-0.13479,-0.567321,-0.293552,-0.203523,-0.416367,-0.156756,-0.378721,0.007586,-0.165039,1.254088,3.303268,-0.201625,-0.581014,-0.560635,-0.76462,-0.525449,-0.734976,-0.629368,0.051134,-0.160469,-0.32297,1
-0.796546,0.069038,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,0.110513,-0.461072,0.157379,0.568615,2.490929,-0.004718,-0.141417,-0.823808,0.228705,-0.083798,-0.23288,-0.13479,-0.380726,-0.293552,-0.203523,-0.416367,-0.156756,-0.869587,0.007586,-0.165039,0.179347,2.731392,-0.201625,-0.581014,-0.560635,-0.76462,-0.560463,-0.931005,-0.629368,-0.266905,-0.160469,-0.32297,1
-0.403432,0.893402,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,0.110513,-0.461072,-0.730023,-1.290496,-0.550412,-0.811241,0.082937,0.251593,0.26188,-0.083798,-0.23288,-0.13479,-0.619153,-0.293552,-0.203523,-0.416367,-0.156756,-0.953609,-1.615786,-0.165039,0.068889,-0.547238,-0.201625,-0.581014,-0.560635,0.030917,-0.407402,1.552018,-0.629368,-0.767715,-0.160469,-0.32297,1
-0.280927,1.126649,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,0.110513,-0.461072,0.367861,-1.078222,0.035978,-0.67341,0.30729,-0.006503,0.26188,-0.083798,-0.23288,-0.13479,-0.515489,-0.293552,-0.203523,-0.416367,-0.156756,-0.719232,0.945115,-0.165039,0.118485,-0.425613,-0.201625,-0.581014,-0.560635,-0.76462,-0.395397,0.649667,-0.629368,-0.710549,-0.160469,-0.32297,1
-0.233388,-0.79454,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.224796,-0.191647,0.673755,-0.461072,0.378255,-0.467078,1.05739,-0.18562,0.531644,0.144053,0.129179,-0.083798,-0.23288,-0.13479,-0.847213,-0.08472,-0.203523,-0.416367,-0.156756,0.178477,0.095676,-0.165039,0.161189,0.15294,-0.201625,-0.581014,-0.560635,-0.76462,-0.37639,0.168931,-0.629368,-0.357888,-0.160469,-0.32297,1
-0.253501,1.007559,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.596606,0.317642,0.673755,-0.461072,0.121,-0.675928,0.618551,-0.506506,0.30729,0.165561,0.361406,-0.083798,-0.23288,-0.13479,-0.930144,-0.293552,-0.203523,-0.416367,-0.156756,-0.582143,0.315901,-0.165039,0.141939,0.030361,-0.201625,-0.581014,-0.560635,0.030917,-0.393396,0.831693,-0.629368,-0.598631,-0.160469,-0.32297,1
-0.249844,1.073479,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.301345,0.317642,1.80024,-0.461072,0.010562,0.394002,1.572548,0.284942,1.42906,0.079529,0.19553,-0.083798,-0.23288,-0.13479,-0.567321,-0.293552,-0.203523,-0.416367,-0.156756,-0.480432,0.007586,-0.165039,1.101094,1.630089,-0.201625,-0.581014,-0.560635,-0.76462,-0.383392,0.336955,-0.629368,-0.041459,-0.160469,-0.32297,1
-0.575305,1.357971,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,0.317642,1.236998,-0.461072,-1.137994,-0.182904,1.14643,-0.308375,0.531644,0.251593,0.26188,-0.083798,-0.23288,-0.13479,-0.836847,-0.293552,-0.203523,-0.416367,-0.156756,-0.577721,-0.042751,-0.165039,1.0499,0.509707,-0.201625,-0.581014,-0.560635,-0.76462,-0.384393,0.599882,-0.629368,-0.349031,-0.160469,-0.32297,1
-0.403432,0.792958,0.877576,-0.166611,-0.420109,-0.27012,-0.740035,-1.318354,-0.191647,0.110513,-0.461072,-1.315994,-0.501316,-0.550412,-0.811241,-0.814479,2.595965,0.361406,-0.083798,-0.23288,-0.13479,-0.505123,-0.293552,-0.203523,-0.416367,-0.156756,-0.953609,-1.697584,-0.165039,0.055018,-0.547238,-0.201625,-0.581014,-0.560635,0.030917,0.057783,2.300348,-0.629368,-0.029382,-0.160469,0.570172,1
0.774079,0.379152,-0.489991,-0.166611,0.008532,-0.27012,-0.740035,-0.68409,-0.191647,0.110513,-0.140207,-0.974286,0.404274,1.970683,0.515377,-0.814479,-0.737776,0.460932,-0.083798,-0.23288,-0.13479,-0.536222,-0.293552,-0.203523,-0.416367,-0.156756,0.010433,0.007586,-0.165039,0.150429,1.95633,-0.201625,-0.581014,0.318874,-0.76462,-0.448418,-0.608958,0.287736,-0.26932,-0.160469,-0.32297,1
